1.033938976712580043e-03 1.114476887276698129e-02 9.468031759834685257e-01 2.295366265420024574e-02 2.259090154551970670e-03 1.790274022238967947e-03 2.617641082958868052e-03 3.521721686814132703e-03 7.875726566287705524e-03
2.275912593941865347e-01 6.793654208871547917e-01 4.454973560509806196e-02 1.203849880640963689e-02 9.346151723194733724e-03 9.839290764771194825e-03 4.758559628052274129e-03 3.372682956158261185e-03 9.138400234974483963e-03
1.456424629259198480e-02 1.282154331576049709e-02 8.288462941088100555e-01 1.166443587443886792e-01 1.833261988683593854e-03 7.393769210174516368e-03 3.359415131781891099e-03 8.271526737321451689e-03 6.265584470487190263e-03
4.208672118939599596e-03 4.961802884954394921e-01 4.435006187125057342e-01 3.697503215676191390e-02 1.948624396601296438e-03 1.842923409010623764e-03 4.798744477855785076e-03 7.811160492828689034e-04 9.763980183602739144e-03
5.567160643046608834e-03 3.228495164100549184e-03 9.780894213115361169e-02 7.999768196634936546e-01 4.242077484281700159e-03 1.046309910367023213e-02 3.566410153290671542e-02 9.174401764782617874e-03 3.387490251256438517e-02
6.220315208749504360e-03 2.995104231011406354e-03 1.293296031270368407e-01 8.339115726862198485e-01 2.545052586640339076e-03 4.147015941214458358e-03 1.262861509172911404e-03 3.626678050961620707e-03 1.596179665899316244e-02
3.156968575169913447e-03 3.894055081583384231e-02 8.531170071317655257e-01 5.718654413604129516e-02 2.971543514030907523e-02 3.800144387300038919e-03 3.025231592307158369e-03 2.677464745116943899e-03 8.380653476156242968e-03
1.227533999491519853e-02 5.490238021644600064e-01 2.428730709682282163e-01 8.388364148900880057e-03 4.632502965226258443e-03 1.643729279861349535e-01 3.831079439097606620e-03 4.215647768093608999e-03 1.038726456494335967e-02
1.163342632902055569e-03 2.986965329440754435e-01 5.783575182102799195e-01 1.155654584503447435e-01 1.502129830876011707e-03 1.284185961477489935e-04 1.576284459635394260e-03 7.845155206622278022e-04 2.225799355076391994e-03
3.296508768995604684e-03 7.019763484412894217e-02 8.769452787029260454e-01 7.470443190464253966e-03 1.090730378584512869e-02 7.858238984111701880e-03 3.820120150176507280e-03 1.133010335093327658e-02 8.174368222418588320e-03
2.124333575460052581e-01 1.143667865863758938e-02 6.290689102656010778e-01 7.865377907462176021e-02 8.893389467475943180e-03 1.795513136901381521e-02 8.563380026421991975e-03 2.530149735920948079e-02 7.693876233013104138e-03
1.393425912016385548e-01 7.013130787382321207e-01 1.146444650220723449e-01 1.007339557852011264e-02 2.177002556528459531e-03 1.479279734855680137e-02 5.356663511895187052e-03 7.700997040604708188e-03 4.599009001951629219e-03
1.924043312265467562e-04 7.888879067941446666e-01 1.333795387179866343e-01 3.441833900101960025e-02 1.297280226402565406e-02 2.148459559544904033e-03 1.239784882054300805e-02 9.217919289294555091e-03 6.384781222214544472e-03
7.007219573313541901e-03 2.890095110696799807e-02 3.024462989764900578e-01 5.025340243615303987e-02 3.590890004339893256e-03 1.373435445510357879e-02 3.124247291650663391e-03 6.528619676783390877e-03 5.844140164791979952e-01
1.904699968739741135e-03 2.492856931452329654e-03 9.478194326653728297e-01 3.330769779614790871e-02 2.150088955823205826e-03 3.404742808408155186e-03 1.394023630432450044e-03 1.836545170459944311e-03 5.689912073163482312e-03
5.094726419539367945e-02 4.163155325314989857e-02 2.877071388819407161e-01 5.485266528106496065e-01 1.189806893686834802e-02 1.371843623440084647e-02 3.843476048746026497e-03 2.008273709660187561e-02 2.164467254224904796e-02
1.214226630706610581e-04 2.010353860358079781e-01 7.785483340434218302e-01 6.695521105770890595e-03 1.619654082339050394e-03 1.902579907032145735e-03 3.877019425039914501e-03 1.391146324822163313e-03 4.808936412695362025e-03
3.116781661323105544e-03 2.289125305230561847e-02 8.720202887843628847e-01 4.063714570983555097e-02 2.705089010104646391e-02 7.752225178734721209e-03 5.921443782598469728e-03 9.639444675772252877e-03 1.097052705402087533e-02
1.820058109652497591e-02 8.657930532590899647e-03 6.430947479893068808e-01 1.991287278000432037e-01 3.185862711284246588e-03 5.408121902348896753e-02 1.422043802138575098e-02 2.137215379938987164e-02 3.805833902598516200e-02
8.193660150823539601e-04 1.137284841415966974e-03 9.391560997566322788e-01 4.829428750445594748e-02 9.989170719901594841e-04 1.315682719682371949e-03 8.813104524687403758e-04 2.052690287741722620e-03 5.344361350530466362e-03
8.049547905423341115e-03 4.971187082628938242e-02 7.449466509132672831e-01 1.184662308621708682e-01 7.527073553225814562e-03 2.232072575642767703e-02 1.236287307093343960e-02 1.864341076233183916e-02 1.797161634993036869e-02
5.360490029576936259e-03 4.430394006097036763e-02 9.013730814775851030e-01 3.231967499041740743e-02 5.195356433485389877e-03 1.043655755964131892e-03 1.400194404562185623e-03 3.506842582926916838e-03 5.496764264511361069e-03
6.221581905738488016e-03 5.462194131079710635e-01 3.098965425099167170e-01 5.079919406816261335e-02 1.178918535544476627e-02 8.876691640120188548e-03 4.928953042090478132e-02 5.144209115563731609e-03 1.176365187617764950e-02
5.754026985559377357e-04 8.982836899910561987e-03 2.353034790464118287e-01 7.330222174025518012e-01 1.077964976936739497e-02 1.008850691171174268e-03 1.987926310847309801e-03 3.143278125448199789e-03 5.196359055735818092e-03
9.131668508676402118e-03 2.248603186663649181e-02 8.845729794768452114e-01 4.295921278247104291e-02 2.198680096783282942e-03 1.110488138074928501e-02 1.363518022884288236e-02 1.703425944509783267e-03 1.220793971448561922e-02
7.728651814770158904e-03 2.304382708559516574e-02 7.923989891167294852e-02 7.405464098271647977e-01 1.170933977466592085e-02 1.508996545090504279e-02 5.369210526093698421e-02 5.206945236759757956e-02 1.688034950669139653e-02
2.882753851460623414e-03 1.875478715671989247e-02 8.475140745471883008e-01 9.512119811797861701e-02 3.449684431018481927e-03 2.462441470142223005e-03 1.029626656164691224e-03 2.229476730839738408e-02 6.490666460929600881e-03
3.768034115575309706e-02 6.553148013045184683e-01 1.154404532799887251e-01 2.432463548345924556e-02 1.339330230031554325e-01 4.239655477699612665e-03 9.859777118781727634e-03 1.323422836977170003e-02 5.973084806871945159e-03
6.835518639460072196e-03 7.322676601127416085e-02 3.925025831618180194e-01 5.020671073637342774e-01 6.454700878805150026e-03 5.742154369701409425e-03 4.018956125576944420e-03 2.440322261758516749e-03 6.711891187871433032e-03
1.289545830840758674e-04 5.183055873028632674e-03 9.723321376542685135e-01 6.009801282418653946e-03 1.262194988719457771e-03 1.976980181411096792e-03 2.892845675607884533e-03 2.101536278125059644e-03 8.112493483336554942e-03
6.957262696102193764e-03 1.868357004383506409e-02 2.340897099781714605e-02 1.303802694066006143e-02 2.830634628442179213e-03 1.380393480676222195e-01 3.076654864311701484e-03 7.884092420392210254e-01 5.556289721988275435e-03
6.183130899948184878e-01 2.532081996650911715e-02 1.730182831493189965e-01 2.230231013222038622e-02 9.493833310471859466e-02 1.122469111217335759e-02 3.873683521510000449e-02 1.032455443908164225e-02 5.821082886059395986e-03
4.056112614537412883e-03 4.667923690060605917e-03 9.403651670709743948e-01 3.306518963814274181e-02 3.318545667164888441e-03 9.364734337261624653e-04 2.499992212663680862e-03 5.168093698433426884e-03 5.922501974296737193e-03
1.143161065705403101e-03 2.994279511589804672e-03 9.687403372887393171e-01 1.264770606896875593e-02 1.913172199557189659e-03 4.925948854940066964e-03 1.154946458901000327e-03 1.943726059525140897e-03 4.536722492073154769e-03
7.875815873186507027e-03 4.885084035098338079e-02 7.208548958379284999e-02 5.029846403912076325e-02 4.105051308882964531e-03 1.038828925639311007e-01 7.841429767475777829e-03 6.894939036586335002e-01 1.556611285399311408e-02
9.651526754082867879e-03 1.472012643966372561e-02 9.033851879024826781e-01 3.283515113959444010e-02 9.043858201586771686e-03 8.674897437319280605e-03 7.558782517473815535e-03 7.381552409774952243e-03 6.748917198021485604e-03
3.624830642088099075e-02 7.452654152777313246e-02 1.827016336230377624e-01 1.228617346939590710e-01 1.702911324139745608e-02 2.925975035720227921e-02 1.263323691851116759e-01 3.993734123639368638e-01 1.166713858670074058e-02
1.891894044832603209e-03 5.441264061583214566e-03 4.629857785422485800e-02 2.737781018339863204e-02 1.261629067982464065e-03 7.104705731819536615e-03 2.597265015984243641e-01 6.382460206192738239e-01 1.265159683846046358e-02
2.476767999358747141e-01 1.290345040114044238e-02 1.302509393904200709e-02 3.061806253692894719e-02 4.525640598938479586e-03 6.770580380067524606e-01 1.857129083022750898e-03 4.995696315919926495e-03 7.340089182380185769e-03
3.293125434679711888e-02 2.562575826162709000e-02 3.925864780737512438e-01 4.836156336909314679e-01 2.363169827235369214e-03 9.711021006400019639e-03 2.002513657946727952e-03 2.169334407832785444e-02 2.947082705698304134e-02
4.768343521677699537e-02 1.578956061646377140e-01 9.161896256810153627e-02 6.189148091030423071e-01 1.089910303292467887e-02 3.653343077996128174e-02 2.957671761219405910e-03 1.845545747020956376e-02 1.504152390312647400e-02
2.884607065545315985e-01 2.258701160419377546e-02 1.749486434818479097e-01 1.399907941848597959e-02 4.080008262580574474e-01 4.011358204146159290e-02 3.218584752183140888e-03 3.759764749004163020e-02 1.107391839919685469e-02
5.886920992862716695e-02 7.842555452752015752e-03 8.359826738141329372e-01 8.025555296023473284e-02 4.060878723605865735e-03 1.016983257808387869e-03 6.638701879912299597e-03 1.407467714476381623e-03 3.925976268450248434e-03
